sample_name	c13isotoperatiorate	collection_timestamp	cryosectionreplicate	description	dissolvedox	dna_extracted	elevation	env_biome	env_feature	env_material	env_package	geo_loc_name	grosspsrate	hanssampleid	host_subject_id	irradiancepar	latitude	longitude	matdepthcryosectionmm	matdepthcryosectionmmscaled	matdepthcryosectionrel	pctcreplaced	pctcreplacedperhr	physical_specimen_location	physical_specimen_remaining	porosity	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_type	scientific_name	title
10481.Hans.3.29.2	1.975235756	4/9/14 21:00	3	laboratory microbial mat microcosm	512.5653831	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	29-Mar	29-Mar	not applicable	48.973062	119.476876	14.5	13	0.8125	0.10107	0.0084225	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.924				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.29.3	1.975235756	4/9/14 21:00	3	laboratory microbial mat microcosm	512.5653831	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	29-Mar	29-Mar	not applicable	48.973062	119.476876	14.5	13	0.8125	0.10107	0.0084225	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.924				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.29.4	1.975235756	4/9/14 21:00	3	laboratory microbial mat microcosm	512.5653831	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	29-Mar	29-Mar	not applicable	48.973062	119.476876	14.5	13	0.8125	0.10107	0.0084225	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.924				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.29.5	1.975235756	4/9/14 21:00	3	laboratory microbial mat microcosm	512.5653831	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	29-Mar	29-Mar	not applicable	48.973062	119.476876	14.5	13	0.8125	0.10107	0.0084225	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.924				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.30.1	1.863166152	4/9/14 21:00	3	laboratory microbial mat microcosm	478.3308563	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	30-Mar	30-Mar	not applicable	48.973062	119.476876	15	13.5	0.84375	0.08808	0.00734	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.927				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.30.2	1.863166152	4/9/14 21:00	3	laboratory microbial mat microcosm	478.3308563	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	30-Mar	30-Mar	not applicable	48.973062	119.476876	15	13.5	0.84375	0.08808	0.00734	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.927				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.30.3	1.863166152	4/9/14 21:00	3	laboratory microbial mat microcosm	478.3308563	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	30-Mar	30-Mar	not applicable	48.973062	119.476876	15	13.5	0.84375	0.08808	0.00734	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.927				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.30.4	1.863166152	4/9/14 21:00	3	laboratory microbial mat microcosm	478.3308563	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	30-Mar	30-Mar	not applicable	48.973062	119.476876	15	13.5	0.84375	0.08808	0.00734	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.927				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.30.5	1.863166152	4/9/14 21:00	3	laboratory microbial mat microcosm	478.3308563	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	30-Mar	30-Mar	not applicable	48.973062	119.476876	15	13.5	0.84375	0.08808	0.00734	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.927				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.31.1	1.61017012	4/9/14 21:00	3	laboratory microbial mat microcosm	429.0725555	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	31-Mar	31-Mar	not applicable	48.973062	119.476876	15.5	14	0.875	0.086803333	0.007233611	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.861				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.31.2	1.61017012	4/9/14 21:00	3	laboratory microbial mat microcosm	429.0725555	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	31-Mar	31-Mar	not applicable	48.973062	119.476876	15.5	14	0.875	0.086803333	0.007233611	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.861				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.31.3	1.61017012	4/9/14 21:00	3	laboratory microbial mat microcosm	429.0725555	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	31-Mar	31-Mar	not applicable	48.973062	119.476876	15.5	14	0.875	0.086803333	0.007233611	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.861				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.31.4	1.61017012	4/9/14 21:00	3	laboratory microbial mat microcosm	429.0725555	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	31-Mar	31-Mar	not applicable	48.973062	119.476876	15.5	14	0.875	0.086803333	0.007233611	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.861				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.31.5	1.61017012	4/9/14 21:00	3	laboratory microbial mat microcosm	429.0725555	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	31-Mar	31-Mar	not applicable	48.973062	119.476876	15.5	14	0.875	0.086803333	0.007233611	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.861				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.32.1	2.509749162	4/9/14 21:00	3	laboratory microbial mat microcosm	371.2003578	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-32	Mar-32	not applicable	48.973062	119.476876	16	14.5	0.90625	0.13602	0.011335	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.8085				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.32.2	2.509749162	4/9/14 21:00	3	laboratory microbial mat microcosm	371.2003578	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-32	Mar-32	not applicable	48.973062	119.476876	16	14.5	0.90625	0.13602	0.011335	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.8085				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.32.3	2.509749162	4/9/14 21:00	3	laboratory microbial mat microcosm	371.2003578	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-32	Mar-32	not applicable	48.973062	119.476876	16	14.5	0.90625	0.13602	0.011335	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.8085				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.32.4	2.509749162	4/9/14 21:00	3	laboratory microbial mat microcosm	371.2003578	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-32	Mar-32	not applicable	48.973062	119.476876	16	14.5	0.90625	0.13602	0.011335	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.8085				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.32.5	2.509749162	4/9/14 21:00	3	laboratory microbial mat microcosm	371.2003578	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-32	Mar-32	not applicable	48.973062	119.476876	16	14.5	0.90625	0.13602	0.011335	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.8085				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.33.1	3.40641979	4/9/14 21:00	3	laboratory microbial mat microcosm	317.1161865	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-33	Mar-33	not applicable	48.973062	119.476876	16.5	15	0.9375	0.171765	0.01431375	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.705				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.33.2	3.40641979	4/9/14 21:00	3	laboratory microbial mat microcosm	317.1161865	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-33	Mar-33	not applicable	48.973062	119.476876	16.5	15	0.9375	0.171765	0.01431375	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.705				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.33.3	3.40641979	4/9/14 21:00	3	laboratory microbial mat microcosm	317.1161865	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-33	Mar-33	not applicable	48.973062	119.476876	16.5	15	0.9375	0.171765	0.01431375	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.705				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.33.4	3.40641979	4/9/14 21:00	3	laboratory microbial mat microcosm	317.1161865	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-33	Mar-33	not applicable	48.973062	119.476876	16.5	15	0.9375	0.171765	0.01431375	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.705				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.33.5	3.40641979	4/9/14 21:00	3	laboratory microbial mat microcosm	317.1161865	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-33	Mar-33	not applicable	48.973062	119.476876	16.5	15	0.9375	0.171765	0.01431375	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.705				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.34.1	1.882646034	4/9/14 21:00	3	laboratory microbial mat microcosm	291.0752037	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-34	Mar-34	not applicable	48.973062	119.476876	17	15.5	0.96875	0.04469	0.003724167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.61				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.34.2	1.882646034	4/9/14 21:00	3	laboratory microbial mat microcosm	291.0752037	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-34	Mar-34	not applicable	48.973062	119.476876	17	15.5	0.96875	0.04469	0.003724167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.61				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.34.3	1.882646034	4/9/14 21:00	3	laboratory microbial mat microcosm	291.0752037	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-34	Mar-34	not applicable	48.973062	119.476876	17	15.5	0.96875	0.04469	0.003724167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.61				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.34.4	1.882646034	4/9/14 21:00	3	laboratory microbial mat microcosm	291.0752037	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-34	Mar-34	not applicable	48.973062	119.476876	17	15.5	0.96875	0.04469	0.003724167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.61				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.34.5	1.882646034	4/9/14 21:00	3	laboratory microbial mat microcosm	291.0752037	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-34	Mar-34	not applicable	48.973062	119.476876	17	15.5	0.96875	0.04469	0.003724167	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.61				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.35.1	1.549179633	4/9/14 21:00	3	laboratory microbial mat microcosm	229.9646427	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-35	Mar-35	not applicable	48.973062	119.476876	17.5	16	1	0.135735	0.01131125	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.601				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
10481.Hans.3.35.2	1.549179633	4/9/14 21:00	3	laboratory microbial mat microcosm	229.9646427	TRUE	708.4	urban biome	research facility	microbial mat	microbial mat/biofilm	USA:CA:Berkeley	not applicable	Mar-35	Mar-35	not applicable	48.973062	119.476876	17.5	16	1	0.135735	0.01131125	Pacific Northwest National Lab, Microbial Cell Dynamics Laboratory	FALSE	0.601				10481	photosynthetic mat	microbial mat metagenome	Trade-offs between microbiome diversity and productivity in a stratified microbial mat
