sample_name	alkylated_pahs	altitude	altitude_m	ammonium	ammonium_umol_per_l	anonymized_name	benzene	collection_timestamp	country	cycloalkanes	depth	depth_m	description	diss_inorg_nitrogen	diss_nitrate	diss_phosphate	distance	dna_extracted	elevation	elevation_m	emp_release1	empo_0	empo_1	empo_2	empo_3	env_biome	env_feature	env_material	env_package	envo_biome_0	envo_biome_1	envo_biome_2	envo_biome_3	envo_biome_4	envo_biome_5	ethylbenzene	geo_loc_name	host_subject_id	isopropylbenzene	latitude	latitude_deg	longitude	longitude_deg	nitrate_umol_per_l	pah_sum	phosphate_umol_per_l	physical_specimen_location	physical_specimen_remaining	public	qiita_empo_1	qiita_empo_2	qiita_empo_3	qiita_study_id	sample_scientific_name	sample_taxid	sample_type	scientific_name	title	toluene	tot_carb	tot_nitro	tot_sulfur	tph_sum	zylenes_total
1197.SE.20101012.GY.D007S.BC.249	18.11	0	0.0	203	203	SE.20101012.GY.D007S.BC.249	1.05	2010-10-12	GAZ:Gulf of Mexico	4.2	2101.8	2101.8	sediment	436	233	88	74.01479837	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.1	Gulf of Mexico	SE.20101012.GY.D007S.BC.249	2.1	28.086583	28.086583	-88.516989	-88.516989	233	122.5	88	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.1	4.348	0.171	0.419	71.18	4.2
1197.SE.20101012.GY.D008S.BC.253	21.785	0	0.0	117	117	SE.20101012.GY.D008S.BC.253	1.2	2010-10-12	GAZ:Gulf of Mexico	4.8	1606.3	1606.3	sediment	252	135	53	98.05723704	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101012.GY.D008S.BC.253	2.4	27.887417	27.887417	-88.626806	-88.626806	135	37.465	53	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	4.296	0.142	0.065	77.25	4.8
1197.SE.20101012.GY.D013S.BC.257	92.15	0	0.0	264	264	SE.20101012.GY.D013S.BC.257	0.8	2010-10-12	GAZ:Gulf of Mexico	3.1	1766	1766.0	sediment	463	199	94	123.4951722	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.55	Gulf of Mexico	SE.20101012.GY.D013S.BC.257	1.55	27.654381	27.654381	-88.637922	-88.637922	199	118.08	94	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.55	6.768	0.175	0.111	221.88	3.1
1197.SE.20101013.GY.D055S.BC.269	116.74	0	0.0	214	214	SE.20101013.GY.D055S.BC.269	0.9	2010-10-13	GAZ:Gulf of Mexico	3.6	0	0.0	sediment	455	241	100	50.26169333	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.8	Gulf of Mexico	SE.20101013.GY.D055S.BC.269	1.8	not provided	not applicable	not provided	not applicable	241	122.355	100	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.8	1.709	0.151	0.024	252.595	3.6
1197.SE.20101013.GY.FFMT2.BC.273	87.59	0	0.0	379	379	SE.20101013.GY.FFMT2.BC.273	0.95	2010-10-13	GAZ:Gulf of Mexico	3.7	0	0.0	sediment	475	97	89	131.575667	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.85	Gulf of Mexico	SE.20101013.GY.FFMT2.BC.273	1.85	not provided	not applicable	not provided	not applicable	97	143.45	89	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.85	2.915	0.211	0.439	244.94	3.7
1197.SE.20101017.GY.D031S.BC.278	14638.44	0	0.0	4541	4541	SE.20101017.GY.D031S.BC.278	90	2010-10-17	GAZ:Gulf of Mexico	7475	1507.92	1507.92	sediment	5598	1057	113	2.719334054	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	175	Gulf of Mexico	SE.20101017.GY.D031S.BC.278	175	28.731703	28.731703	-88.358731	-88.358731	1057	1288.29	113	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	175	4.768	0.223	0.996	24366.73	350
1197.SE.20101017.GY.D031S.BC.278.a	14638.44	0	0.0	4541	4541	SE.20101017.GY.D031S.BC.278	90	2010-10-17	GAZ:Gulf of Mexico	7475	1507.92	1507.92	sediment	5598	1057	113	2.719334054	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	175	Gulf of Mexico	SE.20101017.GY.D031S.BC.278	175	28.731703	28.731703	-88.358731	-88.358731	1057	1288.29	113	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	175	4.768	0.223	0.996	24366.73	350
1197.SE.20101017.GY.D034S.BC.296	392.79	0	0.0	871	871	SE.20101017.GY.D034S.BC.296	1.25	2010-10-17	GAZ:Gulf of Mexico	5.1	1543.74	1543.74	sediment	994	123	77	0.545559467	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.55	Gulf of Mexico	SE.20101017.GY.D034S.BC.296	2.55	28.734822	28.734822	-88.362208	-88.362208	123	186.2	77	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.55	2.438	0.161	0.266	598.09	5.1
1197.SE.20101017.GY.D034S.BC.296.a	392.79	0	0.0	871	871	SE.20101017.GY.D034S.BC.296	1.25	2010-10-17	GAZ:Gulf of Mexico	5.1	1543.74	1543.74	sediment	994	123	77	0.545559467	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.55	Gulf of Mexico	SE.20101017.GY.D034S.BC.296	2.55	28.734822	28.734822	-88.362208	-88.362208	123	186.2	77	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.55	2.438	0.161	0.266	598.09	5.1
1197.SE.20101017.GY.D038SW.BC.331	8657.4	0	0.0	430	430	SE.20101017.GY.D038SW.BC.331	0.85	2010-10-17	GAZ:Gulf of Mexico	3801.75	1509.23	1509.23	sediment	703	273	93	0.310509052	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	9.2	Gulf of Mexico	SE.20101017.GY.D038SW.BC.331	13	28.740483	28.740483	-88.368058	-88.368058	273	1247.54	93	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	5.2	5.059	0.118	0.152	13810.94	76
1197.SE.20101017.GY.D038SW.BC.331.a	8657.4	0	0.0	430	430	SE.20101017.GY.D038SW.BC.331	0.85	2010-10-17	GAZ:Gulf of Mexico	3801.75	1509.23	1509.23	sediment	703	273	93	0.310509052	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	9.2	Gulf of Mexico	SE.20101017.GY.D038SW.BC.331	13	28.740483	28.740483	-88.368058	-88.368058	273	1247.54	93	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	5.2	5.059	0.118	0.152	13810.94	76
1197.SE.20101017.GY.D040S.BC.315	25036.83	0	0.0	3484	3484	SE.20101017.GY.D040S.BC.315	90	2010-10-17	GAZ:Gulf of Mexico	9080	1517.17	1517.17	sediment	4135	651	164	0.512868659	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	180	Gulf of Mexico	SE.20101017.GY.D040S.BC.315	180	28.742303	28.742303	-88.362169	-88.362169	651	2547.01	164	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	180	4.261	0.12	0.318	37653.84	360
1197.SE.20101017.GY.D040S.BC.315.a	25036.83	0	0.0	3484	3484	SE.20101017.GY.D040S.BC.315	90	2010-10-17	GAZ:Gulf of Mexico	9080	1517.17	1517.17	sediment	4135	651	164	0.512868659	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	180	Gulf of Mexico	SE.20101017.GY.D040S.BC.315	180	28.742303	28.742303	-88.362169	-88.362169	651	2547.01	164	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	180	4.261	0.12	0.318	37653.84	360
1197.SE.20101017.GY.D042S.BC.350	8604.87	0	0.0	2468	2468	SE.20101017.GY.D042S.BC.350	1.05	2010-10-17	GAZ:Gulf of Mexico	162.05	1501.61	1501.61	sediment	3584	1116	140	0.639980827	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.05	Gulf of Mexico	SE.20101017.GY.D042S.BC.350	2.05	28.742525	28.742525	-88.3705	-88.3705	1116	1382.12	140	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.05	6.167	0.166	0.351	10160.34	4.1
1197.SE.20101017.GY.D042S.BC.350.a	8604.87	0	0.0	2468	2468	SE.20101017.GY.D042S.BC.350	1.05	2010-10-17	GAZ:Gulf of Mexico	162.05	1501.61	1501.61	sediment	3584	1116	140	0.639980827	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.05	Gulf of Mexico	SE.20101017.GY.D042S.BC.350	2.05	28.742525	28.742525	-88.3705	-88.3705	1116	1382.12	140	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.05	6.167	0.166	0.351	10160.34	4.1
1197.SE.20101017.GY.D044S.BC.366	5193.1	0	0.0	3450	3450	SE.20101017.GY.D044S.BC.366	1.2	2010-10-17	GAZ:Gulf of Mexico	4.8	1492.95	1492.95	sediment	3567	117	127	1.089425876	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101017.GY.D044S.BC.366	2.4	28.74491944	28.74491944	-88.374242	-88.374242	117	1064.265	127	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	3.547	0.197	0.304	6275.365	4.8
1197.SE.20101017.GY.D044S.BC.366.a	5193.1	0	0.0	3450	3450	SE.20101017.GY.D044S.BC.366	1.2	2010-10-17	GAZ:Gulf of Mexico	4.8	1492.95	1492.95	sediment	3567	117	127	1.089425876	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101017.GY.D044S.BC.366	2.4	28.74491944	28.74491944	-88.374242	-88.374242	117	1064.265	127	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	3.547	0.197	0.304	6275.365	4.8
1197.SE.20101018.GY.D002S.BC.382	11.225	0	0.0	110	110	SE.20101018.GY.D002S.BC.382	1.2	2010-10-18	GAZ:Gulf of Mexico	4.8	2389	2389.0	sediment	188	79	47	73.69564479	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101018.GY.D002S.BC.382	2.4	28.557089	28.557089	-87.760689	-87.760689	79	23.345	47	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	4.604	0.159	0.416	52.57	4.8
1197.SE.20101018.GY.D002S.BC.382.a	11.225	0	0.0	110	110	SE.20101018.GY.D002S.BC.382	1.2	2010-10-18	GAZ:Gulf of Mexico	4.8	2389	2389.0	sediment	188	79	47	73.69564479	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101018.GY.D002S.BC.382	2.4	28.557089	28.557089	-87.760689	-87.760689	79	23.345	47	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	4.604	0.159	0.416	52.57	4.8
1197.SE.20101018.GY.D004S.BC.386	11.28	0	0.0	276	276	SE.20101018.GY.D004S.BC.386	1.1	2010-10-18	GAZ:Gulf of Mexico	4.3	2309	2309.0	sediment	486	209	69	49.93219073	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.15	Gulf of Mexico	SE.20101018.GY.D004S.BC.386	2.15	28.580933	28.580933	-87.885731	-87.885731	209	27.6	69	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.15	4.198	0.163	0.432	55.03	4.3
1197.SE.20101018.GY.D010S.BC.390	72.265	0	0.0	512	512	SE.20101018.GY.D010S.BC.390	1.2	2010-10-18	GAZ:Gulf of Mexico	4.8	1883.55	1883.55	sediment	887	375	144	132.3035321	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101018.GY.D010S.BC.390	2.4	28.570086	28.570086	-88.02335	-88.02335	375	62.79	144	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	5.033	0.296	0.634	153.055	4.8
1197.SE.20101018.GY.D010S.BC.390.a	72.265	0	0.0	512	512	SE.20101018.GY.D010S.BC.390	1.2	2010-10-18	GAZ:Gulf of Mexico	4.8	1883.55	1883.55	sediment	887	375	144	132.3035321	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101018.GY.D010S.BC.390	2.4	28.570086	28.570086	-88.02335	-88.02335	375	62.79	144	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	5.033	0.296	0.634	153.055	4.8
1197.SE.20101018.GY.D012S.BC.394	29.415	0	0.0	652	652	SE.20101018.GY.D012S.BC.394	1.2	2010-10-18	GAZ:Gulf of Mexico	4.7	1819	1819.0	sediment	1878	1226	110	14.80451328	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.35	Gulf of Mexico	SE.20101018.GY.D012S.BC.394	2.35	28.672442	28.672442	-88.233931	-88.233931	1226	47.395	110	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.35	3.824	0.167	0.311	94.46	4.7
1197.SE.20101018.GY.D012S.BC.394.a	29.415	0	0.0	652	652	SE.20101018.GY.D012S.BC.394	1.2	2010-10-18	GAZ:Gulf of Mexico	4.7	1819	1819.0	sediment	1878	1226	110	14.80451328	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.35	Gulf of Mexico	SE.20101018.GY.D012S.BC.394	2.35	28.672442	28.672442	-88.233931	-88.233931	1226	47.395	110	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.35	3.824	0.167	0.311	94.46	4.7
1197.SE.20101018.GY.D021S.BC.398	123.4	0	0.0	352	352	SE.20101018.GY.D021S.BC.398	1.2	2010-10-18	GAZ:Gulf of Mexico	4.8	1617.64	1617.64	sediment	661	309	108	3.996136856	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101018.GY.D021S.BC.398	2.4	28.70304444	28.70304444	-88.36095278	-88.36095278	309	76.13	108	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	2.25	0.162	0.452	217.53	4.8
1197.SE.20101018.GY.D021S.BC.398.a	123.4	0	0.0	352	352	SE.20101018.GY.D021S.BC.398	1.2	2010-10-18	GAZ:Gulf of Mexico	4.8	1617.64	1617.64	sediment	661	309	108	3.996136856	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101018.GY.D021S.BC.398	2.4	28.70304444	28.70304444	-88.36095278	-88.36095278	309	76.13	108	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	2.25	0.162	0.452	217.53	4.8
1197.SE.20101019.GY.D068S.BC.402	206.345	0	0.0	695	695	SE.20101019.GY.D068S.BC.402	1.3	2010-10-19	GAZ:Gulf of Mexico	5.1	1172	1172.0	sediment	895	200	138	37.45156789	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.55	Gulf of Mexico	SE.20101019.GY.D068S.BC.402	2.55	28.710903	28.710903	-88.748325	-88.748325	200	99.595	138	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.55	2.288	0.191	0.375	325.09	5.1
1197.SE.20101019.GY.LBNL10.BC.501	66.86	0	0.0	272	272	SE.20101019.GY.LBNL10.BC.501	0.9	2010-10-19	GAZ:Gulf of Mexico	3.7	1402.39	1402.39	sediment	384	112	86	48.83965055	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.85	Gulf of Mexico	SE.20101019.GY.LBNL10.BC.501	1.85	28.41556667	28.41556667	-88.704275	-88.704275	112	126.79	86	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.85	1.969	0.209	0.246	207.5	3.7
1197.SE.20101019.GY.LBNL10.BC.501.a	66.86	0	0.0	272	272	SE.20101019.GY.LBNL10.BC.501	0.9	2010-10-19	GAZ:Gulf of Mexico	3.7	1402.39	1402.39	sediment	384	112	86	48.83965055	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.85	Gulf of Mexico	SE.20101019.GY.LBNL10.BC.501	1.85	28.41556667	28.41556667	-88.704275	-88.704275	112	126.79	86	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.85	1.969	0.209	0.246	207.5	3.7
1197.SE.20101019.GY.LBNL13.BC.482	128.875	0	0.0	434	434	SE.20101019.GY.LBNL13.BC.482	0.8	2010-10-19	GAZ:Gulf of Mexico	3.2	1286.42	1286.42	sediment	787	353	102	50.30082337	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.6	Gulf of Mexico	SE.20101019.GY.LBNL13.BC.482	1.6	28.44705556	28.44705556	-88.75934167	-88.75934167	353	164.545	102	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.6	2.111	0.167	0.555	305.42	3.2
1197.SE.20101019.GY.LBNL13.BC.482.a	128.875	0	0.0	434	434	SE.20101019.GY.LBNL13.BC.482	0.8	2010-10-19	GAZ:Gulf of Mexico	3.2	1286.42	1286.42	sediment	787	353	102	50.30082337	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	1.6	Gulf of Mexico	SE.20101019.GY.LBNL13.BC.482	1.6	28.44705556	28.44705556	-88.75934167	-88.75934167	353	164.545	102	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	1.6	2.111	0.167	0.555	305.42	3.2
1197.SE.20101019.GY.LBNL14.BC.406	553.58	0	0.0	706	706	SE.20101019.GY.LBNL14.BC.406	1.2	2010-10-19	GAZ:Gulf of Mexico	4.8	1535	1535.0	sediment	1070	365	114	5.104482467	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101019.GY.LBNL14.BC.406	2.4	28.730175	28.730175	-88.416986	-88.416986	365	138.21	114	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	2.967	0.201	0.593	709.79	4.8
1197.SE.20101019.GY.LBNL14.BC.406.a	553.58	0	0.0	706	706	SE.20101019.GY.LBNL14.BC.406	1.2	2010-10-19	GAZ:Gulf of Mexico	4.8	1535	1535.0	sediment	1070	365	114	5.104482467	TRUE	0	0	True	EMP sample	Free-living	Saline	Sediment (saline)	marine benthic biome	marine sediment	contaminated sediment	sediment	biome	aquatic biome	marine biome	marine benthic biome	not applicable	not applicable	2.4	Gulf of Mexico	SE.20101019.GY.LBNL14.BC.406	2.4	28.730175	28.730175	-88.416986	-88.416986	365	138.21	114	LBNL	FALSE	TRUE	Free-living	Saline	Sediment (saline)	1197	marine sediment metagenome	412755	petroleum contaminated sediment	marine sediment metagenome	Metagenomics reveals sediment microbial community response to Deepwater Horizon oil spill	2.4	2.967	0.201	0.593	709.79	4.8
